semantic_candidate_name,exact_dungeondraft_uri,asset_kind,compatible_mcp_operations,source,original_dungeondraft_category,original_dungeondraft_tags,dimensions_or_scale,discovery_status,validation_status
"Skeleton 05","res://textures/objects/decor/dungeon/skeleton_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Skeleton 06","res://textures/objects/decor/dungeon/skeleton_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Skeleton 07","res://textures/objects/decor/dungeon/skeleton_07.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Skeleton 08","res://textures/objects/decor/dungeon/skeleton_08.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Skeleton Grave 01","res://textures/objects/decor/dungeon/skeleton_grave_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Skeleton Grave 02","res://textures/objects/decor/dungeon/skeleton_grave_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Skeleton Grave 03","res://textures/objects/decor/dungeon/skeleton_grave_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Skeleton Grave 04","res://textures/objects/decor/dungeon/skeleton_grave_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Skeleton Horse","res://textures/objects/decor/dungeon/skeleton_horse.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Skull 01","res://textures/objects/decor/dungeon/skull_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Skull 02","res://textures/objects/decor/dungeon/skull_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Treasure Chest 01","res://textures/objects/decor/dungeon/treasure_chest_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Treasure Chest 02","res://textures/objects/decor/dungeon/treasure_chest_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Treasure Chest 03","res://textures/objects/decor/dungeon/treasure_chest_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Bear Rug","res://textures/objects/decor/floor/bear_rug.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Big Vase 01","res://textures/objects/decor/floor/big_vase_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Big Vase 02","res://textures/objects/decor/floor/big_vase_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Carpet 01","res://textures/objects/decor/floor/carpet_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Carpet 02","res://textures/objects/decor/floor/carpet_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Carpet 03","res://textures/objects/decor/floor/carpet_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Carpet 04","res://textures/objects/decor/floor/carpet_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Carpet 05","res://textures/objects/decor/floor/carpet_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Carpet 06","res://textures/objects/decor/floor/carpet_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Rug Boar","res://textures/objects/decor/floor/rug_boar.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Rug Cow 01","res://textures/objects/decor/floor/rug_cow_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Rug Cow 02","res://textures/objects/decor/floor/rug_cow_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Rug Fox","res://textures/objects/decor/floor/rug_fox.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Rug Lizard","res://textures/objects/decor/floor/rug_lizard.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Rug Sheep","res://textures/objects/decor/floor/rug_sheep.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Rug Wolf","res://textures/objects/decor/floor/rug_wolf.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Tiger Rug","res://textures/objects/decor/floor/tiger_rug.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Vase","res://textures/objects/decor/floor/vase.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Gargoyle 01","res://textures/objects/decor/gargoyles/gargoyle_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Gargoyle 02","res://textures/objects/decor/gargoyles/gargoyle_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Gargoyle 03","res://textures/objects/decor/gargoyles/gargoyle_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Gargoyle 04","res://textures/objects/decor/gargoyles/gargoyle_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Gargoyle 05","res://textures/objects/decor/gargoyles/gargoyle_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Gargoyle 06","res://textures/objects/decor/gargoyles/gargoyle_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Gargoyle 07","res://textures/objects/decor/gargoyles/gargoyle_07.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Gargoyle 08","res://textures/objects/decor/gargoyles/gargoyle_08.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Flute","res://textures/objects/decor/instruments/flute.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Harp","res://textures/objects/decor/instruments/harp.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Lute","res://textures/objects/decor/instruments/lute.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Lyre 01","res://textures/objects/decor/instruments/lyre_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Lyre 02","res://textures/objects/decor/instruments/lyre_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Organ","res://textures/objects/decor/instruments/organ.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Piano","res://textures/objects/decor/instruments/piano.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Bowl Lamp 01","res://textures/objects/decor/lighting/bowl_lamp_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Bowl Lamp 02","res://textures/objects/decor/lighting/bowl_lamp_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Chandelier 01","res://textures/objects/decor/lighting/chandelier_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Chandelier 02","res://textures/objects/decor/lighting/chandelier_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Lantern 01","res://textures/objects/decor/lighting/lantern_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Lantern 02","res://textures/objects/decor/lighting/lantern_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Torch 01","res://textures/objects/decor/lighting/torch_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Wall Torch 01","res://textures/objects/decor/lighting/wall_torch_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Wall Torch 02","res://textures/objects/decor/lighting/wall_torch_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Gargoyle 01","res://textures/objects/decor/statues/gargoyle_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Gargoyle 02","res://textures/objects/decor/statues/gargoyle_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Gargoyle 03","res://textures/objects/decor/statues/gargoyle_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Gargoyle 04","res://textures/objects/decor/statues/gargoyle_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Gargoyle 05","res://textures/objects/decor/statues/gargoyle_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Gargoyle 06","res://textures/objects/decor/statues/gargoyle_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Gargoyle 07","res://textures/objects/decor/statues/gargoyle_07.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Gargoyle 08","res://textures/objects/decor/statues/gargoyle_08.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue 01","res://textures/objects/decor/statues/statue_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue 02","res://textures/objects/decor/statues/statue_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue 03","res://textures/objects/decor/statues/statue_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue 04","res://textures/objects/decor/statues/statue_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue 05","res://textures/objects/decor/statues/statue_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue 06","res://textures/objects/decor/statues/statue_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue 07","res://textures/objects/decor/statues/statue_07.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue 08","res://textures/objects/decor/statues/statue_08.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Wood 08","res://textures/objects/decor/statues/statue__wood_08.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Animal Stone 01","res://textures/objects/decor/statues/statue_animal_stone_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Animal Stone 02","res://textures/objects/decor/statues/statue_animal_stone_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Animal Stone 03","res://textures/objects/decor/statues/statue_animal_stone_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Animal Stone 04","res://textures/objects/decor/statues/statue_animal_stone_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Animal Stone 05","res://textures/objects/decor/statues/statue_animal_stone_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Animal Stone 06","res://textures/objects/decor/statues/statue_animal_stone_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Animal Stone 07","res://textures/objects/decor/statues/statue_animal_stone_07.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Animal Stone 08","res://textures/objects/decor/statues/statue_animal_stone_08.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Animal Stone 09","res://textures/objects/decor/statues/statue_animal_stone_09.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Animal Stone 10","res://textures/objects/decor/statues/statue_animal_stone_10.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Animal Wood 01","res://textures/objects/decor/statues/statue_animal_wood_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Animal Wood 02","res://textures/objects/decor/statues/statue_animal_wood_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Animal Wood 03","res://textures/objects/decor/statues/statue_animal_wood_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Animal Wood 04","res://textures/objects/decor/statues/statue_animal_wood_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Animal Wood 05","res://textures/objects/decor/statues/statue_animal_wood_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Animal Wood 06","res://textures/objects/decor/statues/statue_animal_wood_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Animal Wood 07","res://textures/objects/decor/statues/statue_animal_wood_07.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Animal Wood 08","res://textures/objects/decor/statues/statue_animal_wood_08.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Animal Wood 09","res://textures/objects/decor/statues/statue_animal_wood_09.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Animal Wood 10","res://textures/objects/decor/statues/statue_animal_wood_10.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Gargoyle Stone 01","res://textures/objects/decor/statues/statue_gargoyle_stone_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Gargoyle Stone 02","res://textures/objects/decor/statues/statue_gargoyle_stone_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Gargoyle Stone 03","res://textures/objects/decor/statues/statue_gargoyle_stone_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Gargoyle Wood 01","res://textures/objects/decor/statues/statue_gargoyle_wood_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Gargoyle Wood 02","res://textures/objects/decor/statues/statue_gargoyle_wood_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Gargoyle Wood 03","res://textures/objects/decor/statues/statue_gargoyle_wood_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Stone 01","res://textures/objects/decor/statues/statue_stone_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Stone 02","res://textures/objects/decor/statues/statue_stone_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Stone 03","res://textures/objects/decor/statues/statue_stone_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Stone 04","res://textures/objects/decor/statues/statue_stone_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Stone 05","res://textures/objects/decor/statues/statue_stone_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Stone 06","res://textures/objects/decor/statues/statue_stone_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Stone 07","res://textures/objects/decor/statues/statue_stone_07.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Stone 08","res://textures/objects/decor/statues/statue_stone_08.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Stone 09","res://textures/objects/decor/statues/statue_stone_09.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Stone 10","res://textures/objects/decor/statues/statue_stone_10.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Stone 11","res://textures/objects/decor/statues/statue_stone_11.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Stone 12","res://textures/objects/decor/statues/statue_stone_12.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Stone 13","res://textures/objects/decor/statues/statue_stone_13.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Wood 01","res://textures/objects/decor/statues/statue_wood_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Wood 02","res://textures/objects/decor/statues/statue_wood_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Wood 03","res://textures/objects/decor/statues/statue_wood_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Wood 04","res://textures/objects/decor/statues/statue_wood_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Wood 05","res://textures/objects/decor/statues/statue_wood_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Wood 06","res://textures/objects/decor/statues/statue_wood_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Wood 07","res://textures/objects/decor/statues/statue_wood_07.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Wood 08","res://textures/objects/decor/statues/statue_wood_08.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Wood 09","res://textures/objects/decor/statues/statue_wood_09.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Wood 10","res://textures/objects/decor/statues/statue_wood_10.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Wood 11","res://textures/objects/decor/statues/statue_wood_11.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Wood 12","res://textures/objects/decor/statues/statue_wood_12.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Wood 13","res://textures/objects/decor/statues/statue_wood_13.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Wood 14","res://textures/objects/decor/statues/statue_wood_14.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Wood 15","res://textures/objects/decor/statues/statue_wood_15.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Wood 16","res://textures/objects/decor/statues/statue_wood_16.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Wood 17","res://textures/objects/decor/statues/statue_wood_17.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Wood 18","res://textures/objects/decor/statues/statue_wood_18.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Wood 19","res://textures/objects/decor/statues/statue_wood_19.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Wood 20","res://textures/objects/decor/statues/statue_wood_20.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Deer Head","res://textures/objects/decor/wall/deer_head.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Moose Head","res://textures/objects/decor/wall/moose_head.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Picture Frame 01","res://textures/objects/decor/wall/picture_frame_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Picture Frame 02","res://textures/objects/decor/wall/picture_frame_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Trophy Boar Head","res://textures/objects/decor/wall/trophy_boar_head.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Trophy Dragon Head","res://textures/objects/decor/wall/trophy_dragon_head.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Trophy Falcon Stand","res://textures/objects/decor/wall/trophy_falcon_stand.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Trophy Fox Head","res://textures/objects/decor/wall/trophy_fox_head.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Trophy Lizard Head","res://textures/objects/decor/wall/trophy_lizard_head.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Trophy Monster Head","res://textures/objects/decor/wall/trophy_monster_head.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Trophy Rhino Head","res://textures/objects/decor/wall/trophy_rhino_head.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Trophy Skull Stand","res://textures/objects/decor/wall/trophy_skull_stand.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Trophy Tiger Head","res://textures/objects/decor/wall/trophy_tiger_head.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Trophy Wolf Head","res://textures/objects/decor/wall/trophy_wolf_head.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Barrel Forge 01","res://textures/objects/dwarven_set/barrel_forge_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Dwarven Anvil","res://textures/objects/dwarven_set/dwarven_anvil.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Dwarven Armchair 01","res://textures/objects/dwarven_set/dwarven_armchair_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Dwarven Bed Double 01","res://textures/objects/dwarven_set/dwarven_bed_double_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Dwarven Bed Single 01","res://textures/objects/dwarven_set/dwarven_bed_single_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Dwarven Big Table 01","res://textures/objects/dwarven_set/dwarven_big_table_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Dwarven Big Table 02","res://textures/objects/dwarven_set/dwarven_big_table_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Dwarven Closet 01","res://textures/objects/dwarven_set/dwarven_closet_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Dwarven Forge","res://textures/objects/dwarven_set/dwarven_forge.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Dwarven Hammer","res://textures/objects/dwarven_set/dwarven_hammer.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Dwarven Horisontal Saw","res://textures/objects/dwarven_set/dwarven_horisontal_saw.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Dwarven Sarcophagus","res://textures/objects/dwarven_set/dwarven_sarcophagus.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Dwarven Shelf 01","res://textures/objects/dwarven_set/dwarven_shelf_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Dwarven Shield Rack","res://textures/objects/dwarven_set/dwarven_shield_rack.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Dwarven Suit Of Armor","res://textures/objects/dwarven_set/dwarven_suit_of_armor.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Dwarven Sword","res://textures/objects/dwarven_set/dwarven_sword.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Dwarven Table 01","res://textures/objects/dwarven_set/dwarven_table_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Dwarven Workstation","res://textures/objects/dwarven_set/dwarven_workstation.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Forge Fire","res://textures/objects/dwarven_set/forge_fire.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Forge Hammer Mold","res://textures/objects/dwarven_set/forge_hammer_mold.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Forge Hearth","res://textures/objects/dwarven_set/forge_hearth.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Forge Lever","res://textures/objects/dwarven_set/forge_lever.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Forge Sword Mold","res://textures/objects/dwarven_set/forge_sword_mold.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Handwheel","res://textures/objects/dwarven_set/handwheel.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Ingot 01","res://textures/objects/dwarven_set/ingot_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Ingot 02","res://textures/objects/dwarven_set/ingot_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Ingot 03","res://textures/objects/dwarven_set/ingot_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Ore Piece 01","res://textures/objects/dwarven_set/ore_piece_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Ore Piece 02","res://textures/objects/dwarven_set/ore_piece_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Ore Piece 03","res://textures/objects/dwarven_set/ore_piece_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Pipe Piece 01","res://textures/objects/dwarven_set/pipe_piece_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
